Ngày,Đài,G.8
23/01/2007,Bạc Liêu,37
23/01/2007,Bến Tre,18
23/01/2007,Vũng Tàu,48
24/01/2007,Cần Thơ,81
24/01/2007,Sóc Trăng,80
24/01/2007,Đồng Nai,60
25/01/2007,An Giang,70
25/01/2007,Bình Thuận,41
25/01/2007,Tây Ninh,85
26/01/2007,Bình Dương,39
26/01/2007,Trà Vinh,59
26/01/2007,Vĩnh Long,48
27/01/2007,Bình Phước,20
27/01/2007,Hậu Giang,94
27/01/2007,Hồ Chí Minh,60
27/01/2007,Long An,53
28/01/2007,Kiên Giang,79
28/01/2007,Tiền Giang,95
28/01/2007,Đà Lạt,89
29/01/2007,Cà Mau,78
29/01/2007,Hồ Chí Minh,19
29/01/2007,Đồng Tháp,52
30/01/2007,Bạc Liêu,18
30/01/2007,Bến Tre,53
30/01/2007,Vũng Tàu,49
31/01/2007,Cần Thơ,68
31/01/2007,Sóc Trăng,08
31/01/2007,Đồng Nai,74
01/02/2007,An Giang,20
01/02/2007,Bình Thuận,49
01/02/2007,Tây Ninh,85
02/02/2007,Bình Dương,44
02/02/2007,Trà Vinh,72
02/02/2007,Vĩnh Long,08
03/02/2007,Bình Phước,61
03/02/2007,Hậu Giang,22
03/02/2007,Hồ Chí Minh,89
03/02/2007,Long An,96
04/02/2007,Kiên Giang,05
04/02/2007,Tiền Giang,55
04/02/2007,Đà Lạt,31
05/02/2007,Cà Mau,79
05/02/2007,Hồ Chí Minh,24
05/02/2007,Đồng Tháp,26
06/02/2007,Bạc Liêu,01
06/02/2007,Bến Tre,95
06/02/2007,Vũng Tàu,86
07/02/2007,Cần Thơ,33
07/02/2007,Sóc Trăng,24
07/02/2007,Đồng Nai,36
08/02/2007,An Giang,88
08/02/2007,Bình Thuận,89
08/02/2007,Tây Ninh,56
09/02/2007,Bình Dương,83
09/02/2007,Trà Vinh,51
09/02/2007,Vĩnh Long,40
10/02/2007,Bình Phước,80
10/02/2007,Hậu Giang,73
10/02/2007,Hồ Chí Minh,22
10/02/2007,Long An,75
11/02/2007,Kiên Giang,99
11/02/2007,Tiền Giang,20
11/02/2007,Đà Lạt,54
12/02/2007,Cà Mau,47
12/02/2007,Hồ Chí Minh,98
12/02/2007,Đồng Tháp,06
13/02/2007,Bạc Liêu,58
13/02/2007,Bến Tre,82
13/02/2007,Vũng Tàu,39
14/02/2007,Cần Thơ,07
14/02/2007,Sóc Trăng,41
14/02/2007,Đồng Nai,44
15/02/2007,An Giang,12
15/02/2007,Bình Thuận,98
15/02/2007,Tây Ninh,96
16/02/2007,Bình Dương,86
16/02/2007,Trà Vinh,46
16/02/2007,Vĩnh Long,96
17/02/2007,Bình Phước,58
17/02/2007,Hậu Giang,12
17/02/2007,Hồ Chí Minh,75
17/02/2007,Long An,31
18/02/2007,Kiên Giang,44
18/02/2007,Tiền Giang,92
18/02/2007,Đà Lạt,53
19/02/2007,Cà Mau,11
19/02/2007,Hồ Chí Minh,18
19/02/2007,Đồng Tháp,26
20/02/2007,Bạc Liêu,32
20/02/2007,Bến Tre,19
20/02/2007,Vũng Tàu,28
21/02/2007,Cần Thơ,87
21/02/2007,Sóc Trăng,65
21/02/2007,Đồng Nai,38
22/02/2007,An Giang,57
22/02/2007,Bình Thuận,48
22/02/2007,Tây Ninh,20
23/02/2007,Bình Dương,94
23/02/2007,Trà Vinh,30
23/02/2007,Vĩnh Long,17
24/02/2007,Bình Phước,58
24/02/2007,Hậu Giang,51
24/02/2007,Hồ Chí Minh,06
24/02/2007,Long An,23
25/02/2007,Kiên Giang,73
25/02/2007,Tiền Giang,47
25/02/2007,Đà Lạt,19
26/02/2007,Cà Mau,28
26/02/2007,Hồ Chí Minh,59
26/02/2007,Đồng Tháp,60
27/02/2007,Bạc Liêu,91
27/02/2007,Bến Tre,07
27/02/2007,Vũng Tàu,28
28/02/2007,Cần Thơ,89
28/02/2007,Sóc Trăng,74
28/02/2007,Đồng Nai,38
01/03/2007,An Giang,95
01/03/2007,Bình Thuận,35
01/03/2007,Tây Ninh,88
02/03/2007,Bình Dương,71
02/03/2007,Trà Vinh,27
02/03/2007,Vĩnh Long,41
03/03/2007,Bình Phước,31
03/03/2007,Hậu Giang,46
03/03/2007,Hồ Chí Minh,94
03/03/2007,Long An,10
04/03/2007,Kiên Giang,76
04/03/2007,Tiền Giang,85
04/03/2007,Đà Lạt,94
05/03/2007,Cà Mau,47
05/03/2007,Hồ Chí Minh,87
05/03/2007,Đồng Tháp,65
06/03/2007,Bạc Liêu,42
06/03/2007,Bến Tre,21
06/03/2007,Vũng Tàu,31
07/03/2007,Cần Thơ,18
07/03/2007,Sóc Trăng,47
07/03/2007,Đồng Nai,51
08/03/2007,An Giang,58
08/03/2007,Bình Thuận,12
08/03/2007,Tây Ninh,28
09/03/2007,Bình Dương,27
09/03/2007,Trà Vinh,17
09/03/2007,Vĩnh Long,45
10/03/2007,Bình Phước,35
10/03/2007,Hậu Giang,31
10/03/2007,Hồ Chí Minh,07
10/03/2007,Long An,15
11/03/2007,Kiên Giang,28
11/03/2007,Tiền Giang,85
11/03/2007,Đà Lạt,43
12/03/2007,Cà Mau,31
12/03/2007,Hồ Chí Minh,81
12/03/2007,Đồng Tháp,32
13/03/2007,Bạc Liêu,18
13/03/2007,Bến Tre,72
13/03/2007,Vũng Tàu,74
14/03/2007,Cần Thơ,57
14/03/2007,Sóc Trăng,14
14/03/2007,Đồng Nai,90
15/03/2007,An Giang,02
15/03/2007,Bình Thuận,82
15/03/2007,Tây Ninh,44
16/03/2007,Bình Dương,98
16/03/2007,Trà Vinh,49
16/03/2007,Vĩnh Long,12
17/03/2007,Bình Phước,04
17/03/2007,Hậu Giang,11
17/03/2007,Hồ Chí Minh,03
17/03/2007,Long An,98
18/03/2007,Kiên Giang,02
18/03/2007,Tiền Giang,35
18/03/2007,Đà Lạt,78
19/03/2007,Cà Mau,84
19/03/2007,Hồ Chí Minh,17
19/03/2007,Đồng Tháp,10
20/03/2007,Bạc Liêu,89
20/03/2007,Bến Tre,54
20/03/2007,Vũng Tàu,12
21/03/2007,Cần Thơ,58
21/03/2007,Sóc Trăng,06
21/03/2007,Đồng Nai,44
22/03/2007,An Giang,06
22/03/2007,Bình Thuận,16
22/03/2007,Tây Ninh,46
23/03/2007,Bình Dương,36
23/03/2007,Trà Vinh,33
23/03/2007,Vĩnh Long,94
24/03/2007,Bình Phước,12
24/03/2007,Hậu Giang,21
24/03/2007,Hồ Chí Minh,42
24/03/2007,Long An,27
25/03/2007,Kiên Giang,98
25/03/2007,Tiền Giang,42
25/03/2007,Đà Lạt,00
26/03/2007,Cà Mau,11
26/03/2007,Hồ Chí Minh,34
26/03/2007,Đồng Tháp,51
27/03/2007,Bạc Liêu,98
27/03/2007,Bến Tre,83
27/03/2007,Vũng Tàu,23
28/03/2007,Cần Thơ,59
28/03/2007,Sóc Trăng,38
28/03/2007,Đồng Nai,23
29/03/2007,An Giang,98
29/03/2007,Bình Thuận,06
29/03/2007,Tây Ninh,45
30/03/2007,Bình Dương,37
30/03/2007,Trà Vinh,58
30/03/2007,Vĩnh Long,43
31/03/2007,Bình Phước,31
31/03/2007,Hậu Giang,61
31/03/2007,Hồ Chí Minh,27
31/03/2007,Long An,00
01/04/2007,Kiên Giang,39
01/04/2007,Tiền Giang,63
01/04/2007,Đà Lạt,93
02/04/2007,Cà Mau,72
02/04/2007,Hồ Chí Minh,45
02/04/2007,Đồng Tháp,99
03/04/2007,Bạc Liêu,27
03/04/2007,Bến Tre,50
03/04/2007,Vũng Tàu,48
04/04/2007,Cần Thơ,97
04/04/2007,Sóc Trăng,80
04/04/2007,Đồng Nai,69
05/04/2007,An Giang,47
05/04/2007,Bình Thuận,39
05/04/2007,Tây Ninh,11
06/04/2007,Bình Dương,19
06/04/2007,Trà Vinh,13
06/04/2007,Vĩnh Long,03
07/04/2007,Bình Phước,72
07/04/2007,Hậu Giang,48
07/04/2007,Hồ Chí Minh,61
07/04/2007,Long An,32
08/04/2007,Kiên Giang,48
08/04/2007,Tiền Giang,19
08/04/2007,Đà Lạt,99
09/04/2007,Cà Mau,39
09/04/2007,Hồ Chí Minh,94
09/04/2007,Đồng Tháp,54
10/04/2007,Bạc Liêu,44
10/04/2007,Bến Tre,33
10/04/2007,Vũng Tàu,60
11/04/2007,Cần Thơ,88
11/04/2007,Sóc Trăng,43
11/04/2007,Đồng Nai,52
12/04/2007,An Giang,96
12/04/2007,Bình Thuận,25
12/04/2007,Tây Ninh,66
13/04/2007,Bình Dương,10
13/04/2007,Trà Vinh,81
13/04/2007,Vĩnh Long,35
14/04/2007,Bình Phước,92
14/04/2007,Hậu Giang,60
14/04/2007,Hồ Chí Minh,88
14/04/2007,Long An,89
15/04/2007,Kiên Giang,49
15/04/2007,Tiền Giang,94
15/04/2007,Đà Lạt,18
16/04/2007,Cà Mau,82
16/04/2007,Hồ Chí Minh,44
16/04/2007,Đồng Tháp,89
17/04/2007,Bạc Liêu,74
17/04/2007,Bến Tre,19
17/04/2007,Vũng Tàu,49
18/04/2007,Cần Thơ,12
18/04/2007,Sóc Trăng,22
18/04/2007,Đồng Nai,83
19/04/2007,An Giang,62
19/04/2007,Bình Thuận,62
19/04/2007,Tây Ninh,27
20/04/2007,Bình Dương,78
20/04/2007,Trà Vinh,15
20/04/2007,Vĩnh Long,99
21/04/2007,Bình Phước,32
21/04/2007,Hậu Giang,77
21/04/2007,Hồ Chí Minh,89
21/04/2007,Long An,52
22/04/2007,Kiên Giang,41
22/04/2007,Tiền Giang,40
22/04/2007,Đà Lạt,77
23/04/2007,Cà Mau,41
23/04/2007,Hồ Chí Minh,25
23/04/2007,Đồng Tháp,56
24/04/2007,Bạc Liêu,85
24/04/2007,Bến Tre,84
24/04/2007,Vũng Tàu,55
25/04/2007,Cần Thơ,66
25/04/2007,Sóc Trăng,24
25/04/2007,Đồng Nai,97
26/04/2007,An Giang,46
26/04/2007,Bình Thuận,95
26/04/2007,Tây Ninh,43
27/04/2007,Bình Dương,66
27/04/2007,Trà Vinh,35
27/04/2007,Vĩnh Long,82
28/04/2007,Bình Phước,40
28/04/2007,Hậu Giang,10
28/04/2007,Hồ Chí Minh,56
28/04/2007,Long An,63
29/04/2007,Kiên Giang,33
29/04/2007,Tiền Giang,23
29/04/2007,Đà Lạt,85
30/04/2007,Cà Mau,01
30/04/2007,Hồ Chí Minh,82
30/04/2007,Đồng Tháp,14
01/05/2007,Bạc Liêu,62
01/05/2007,Bến Tre,39
01/05/2007,Vũng Tàu,02
02/05/2007,Cần Thơ,03
02/05/2007,Sóc Trăng,02
02/05/2007,Đồng Nai,12
03/05/2007,An Giang,74
03/05/2007,Bình Thuận,29
03/05/2007,Tây Ninh,80
04/05/2007,Bình Dương,47
04/05/2007,Trà Vinh,91
04/05/2007,Vĩnh Long,52
05/05/2007,Bình Phước,05
05/05/2007,Hậu Giang,45
05/05/2007,Hồ Chí Minh,07
05/05/2007,Long An,66
06/05/2007,Kiên Giang,36
06/05/2007,Tiền Giang,19
06/05/2007,Đà Lạt,39
07/05/2007,Cà Mau,66
07/05/2007,Hồ Chí Minh,76
07/05/2007,Đồng Tháp,38
08/05/2007,Bạc Liêu,78
08/05/2007,Bến Tre,58
08/05/2007,Vũng Tàu,03
09/05/2007,Cần Thơ,99
09/05/2007,Sóc Trăng,89
09/05/2007,Đồng Nai,16
10/05/2007,An Giang,90
10/05/2007,Bình Thuận,84
10/05/2007,Tây Ninh,88
11/05/2007,Bình Dương,72
11/05/2007,Trà Vinh,18
11/05/2007,Vĩnh Long,57
12/05/2007,Bình Phước,87
12/05/2007,Hậu Giang,19
12/05/2007,Hồ Chí Minh,83
12/05/2007,Long An,42
13/05/2007,Kiên Giang,47
13/05/2007,Tiền Giang,62
13/05/2007,Đà Lạt,40
14/05/2007,Cà Mau,21
14/05/2007,Hồ Chí Minh,20
14/05/2007,Đồng Tháp,60
15/05/2007,Bạc Liêu,83
15/05/2007,Bến Tre,94
15/05/2007,Vũng Tàu,32
16/05/2007,Cần Thơ,87
16/05/2007,Sóc Trăng,49
16/05/2007,Đồng Nai,37
17/05/2007,An Giang,76
17/05/2007,Bình Thuận,96
17/05/2007,Tây Ninh,99
18/05/2007,Bình Dương,05
18/05/2007,Trà Vinh,42
18/05/2007,Vĩnh Long,15
19/05/2007,Bình Phước,58
19/05/2007,Hậu Giang,15
19/05/2007,Hồ Chí Minh,93
19/05/2007,Long An,66
20/05/2007,Kiên Giang,36
20/05/2007,Tiền Giang,75
20/05/2007,Đà Lạt,67
21/05/2007,Cà Mau,93
21/05/2007,Hồ Chí Minh,06
21/05/2007,Đồng Tháp,86
22/05/2007,Bạc Liêu,51
22/05/2007,Bến Tre,63
22/05/2007,Vũng Tàu,24
23/05/2007,Cần Thơ,62
23/05/2007,Sóc Trăng,88
23/05/2007,Đồng Nai,03
24/05/2007,An Giang,84
24/05/2007,Bình Thuận,27
24/05/2007,Tây Ninh,19
25/05/2007,Bình Dương,32
25/05/2007,Trà Vinh,79
25/05/2007,Vĩnh Long,51
26/05/2007,Bình Phước,05
26/05/2007,Hậu Giang,19
26/05/2007,Hồ Chí Minh,32
26/05/2007,Long An,61
27/05/2007,Kiên Giang,38
27/05/2007,Tiền Giang,46
27/05/2007,Đà Lạt,69
28/05/2007,Cà Mau,79
28/05/2007,Hồ Chí Minh,81
28/05/2007,Đồng Tháp,19
29/05/2007,Bạc Liêu,94
29/05/2007,Bến Tre,29
29/05/2007,Vũng Tàu,28
30/05/2007,Cần Thơ,19
30/05/2007,Sóc Trăng,77
30/05/2007,Đồng Nai,04
31/05/2007,An Giang,59
31/05/2007,Bình Thuận,57
31/05/2007,Tây Ninh,10
01/06/2007,Bình Dương,15
01/06/2007,Trà Vinh,45
01/06/2007,Vĩnh Long,71
02/06/2007,Bình Phước,13
02/06/2007,Hậu Giang,72
02/06/2007,Hồ Chí Minh,86
02/06/2007,Long An,31
03/06/2007,Kiên Giang,14
03/06/2007,Tiền Giang,33
03/06/2007,Đà Lạt,16
04/06/2007,Cà Mau,87
04/06/2007,Hồ Chí Minh,91
04/06/2007,Đồng Tháp,60
05/06/2007,Bạc Liêu,65
05/06/2007,Bến Tre,01
05/06/2007,Vũng Tàu,25
06/06/2007,Cần Thơ,90
06/06/2007,Sóc Trăng,83
06/06/2007,Đồng Nai,16
07/06/2007,An Giang,90
07/06/2007,Bình Thuận,68
07/06/2007,Tây Ninh,64
08/06/2007,Bình Dương,06
08/06/2007,Trà Vinh,40
08/06/2007,Vĩnh Long,19
09/06/2007,Bình Phước,54
09/06/2007,Hậu Giang,54
09/06/2007,Hồ Chí Minh,38
09/06/2007,Long An,49
10/06/2007,Kiên Giang,80
10/06/2007,Tiền Giang,82
10/06/2007,Đà Lạt,11
11/06/2007,Cà Mau,50
11/06/2007,Hồ Chí Minh,30
11/06/2007,Đồng Tháp,43
12/06/2007,Bạc Liêu,11
12/06/2007,Bến Tre,00
12/06/2007,Vũng Tàu,20
13/06/2007,Cần Thơ,19
13/06/2007,Sóc Trăng,86
13/06/2007,Đồng Nai,05
14/06/2007,An Giang,19
14/06/2007,Bình Thuận,98
14/06/2007,Tây Ninh,25
15/06/2007,Bình Dương,86
15/06/2007,Trà Vinh,68
15/06/2007,Vĩnh Long,66
16/06/2007,Bình Phước,81
16/06/2007,Hậu Giang,47
16/06/2007,Hồ Chí Minh,62
16/06/2007,Long An,24
17/06/2007,Kiên Giang,00
17/06/2007,Tiền Giang,75
17/06/2007,Đà Lạt,48
18/06/2007,Cà Mau,49
18/06/2007,Hồ Chí Minh,30
18/06/2007,Đồng Tháp,21
19/06/2007,Bạc Liêu,30
19/06/2007,Bến Tre,38
19/06/2007,Vũng Tàu,34
20/06/2007,Cần Thơ,85
20/06/2007,Sóc Trăng,29
20/06/2007,Đồng Nai,26
21/06/2007,An Giang,90
21/06/2007,Bình Thuận,50
21/06/2007,Tây Ninh,87
22/06/2007,Bình Dương,54
22/06/2007,Trà Vinh,36
22/06/2007,Vĩnh Long,79
23/06/2007,Bình Phước,61
23/06/2007,Hậu Giang,20
23/06/2007,Hồ Chí Minh,63
23/06/2007,Long An,53
24/06/2007,Kiên Giang,11
24/06/2007,Tiền Giang,20
24/06/2007,Đà Lạt,35
25/06/2007,Cà Mau,59
25/06/2007,Hồ Chí Minh,64
25/06/2007,Đồng Tháp,23
26/06/2007,Bạc Liêu,50
26/06/2007,Bến Tre,17
26/06/2007,Vũng Tàu,62
27/06/2007,Cần Thơ,24
27/06/2007,Sóc Trăng,57
27/06/2007,Đồng Nai,01
28/06/2007,An Giang,24
28/06/2007,Bình Thuận,81
28/06/2007,Tây Ninh,16
29/06/2007,Bình Dương,52
29/06/2007,Trà Vinh,11
29/06/2007,Vĩnh Long,06
30/06/2007,Bình Phước,29
30/06/2007,Hậu Giang,10
30/06/2007,Hồ Chí Minh,01
30/06/2007,Long An,55
01/07/2007,Kiên Giang,49
01/07/2007,Tiền Giang,19
01/07/2007,Đà Lạt,43
02/07/2007,Cà Mau,64
02/07/2007,Hồ Chí Minh,01
02/07/2007,Đồng Tháp,21
03/07/2007,Bạc Liêu,88
03/07/2007,Bến Tre,55
03/07/2007,Vũng Tàu,54
04/07/2007,Cần Thơ,29
04/07/2007,Sóc Trăng,08
04/07/2007,Đồng Nai,74
05/07/2007,An Giang,86
05/07/2007,Bình Thuận,86
05/07/2007,Tây Ninh,24
06/07/2007,Bình Dương,84
06/07/2007,Trà Vinh,45
06/07/2007,Vĩnh Long,95
07/07/2007,Bình Phước,31
07/07/2007,Hậu Giang,11
07/07/2007,Hồ Chí Minh,81
07/07/2007,Long An,82
08/07/2007,Kiên Giang,37
08/07/2007,Tiền Giang,94
08/07/2007,Đà Lạt,99
09/07/2007,Cà Mau,61
09/07/2007,Hồ Chí Minh,08
09/07/2007,Đồng Tháp,80
10/07/2007,Bạc Liêu,33
10/07/2007,Bến Tre,23
10/07/2007,Vũng Tàu,27
11/07/2007,Cần Thơ,38
11/07/2007,Sóc Trăng,90
11/07/2007,Đồng Nai,72
12/07/2007,An Giang,33
12/07/2007,Bình Thuận,95
12/07/2007,Tây Ninh,59
13/07/2007,Bình Dương,58
13/07/2007,Trà Vinh,67
13/07/2007,Vĩnh Long,90
14/07/2007,Bình Phước,11
14/07/2007,Hậu Giang,22
14/07/2007,Hồ Chí Minh,28
14/07/2007,Long An,61
15/07/2007,Kiên Giang,99
15/07/2007,Tiền Giang,82
15/07/2007,Đà Lạt,87
16/07/2007,Cà Mau,55
16/07/2007,Hồ Chí Minh,94
16/07/2007,Đồng Tháp,97
17/07/2007,Bạc Liêu,34
17/07/2007,Bến Tre,66
17/07/2007,Vũng Tàu,31
18/07/2007,Cần Thơ,19
18/07/2007,Sóc Trăng,31
18/07/2007,Đồng Nai,35
19/07/2007,An Giang,46
19/07/2007,Bình Thuận,91
19/07/2007,Tây Ninh,92
20/07/2007,Bình Dương,20
20/07/2007,Trà Vinh,71
20/07/2007,Vĩnh Long,22
21/07/2007,Bình Phước,82
21/07/2007,Hậu Giang,78
21/07/2007,Hồ Chí Minh,46
21/07/2007,Long An,06
22/07/2007,Kiên Giang,99
22/07/2007,Tiền Giang,48
22/07/2007,Đà Lạt,06
23/07/2007,Cà Mau,37
23/07/2007,Hồ Chí Minh,41
23/07/2007,Đồng Tháp,52
24/07/2007,Bạc Liêu,68
24/07/2007,Bến Tre,96
24/07/2007,Vũng Tàu,37
25/07/2007,Cần Thơ,05
25/07/2007,Sóc Trăng,18
25/07/2007,Đồng Nai,52
26/07/2007,An Giang,80
26/07/2007,Bình Thuận,35
26/07/2007,Tây Ninh,60
27/07/2007,Bình Dương,53
27/07/2007,Trà Vinh,20
27/07/2007,Vĩnh Long,49
28/07/2007,Bình Phước,01
28/07/2007,Hậu Giang,45
28/07/2007,Hồ Chí Minh,60
28/07/2007,Long An,21
29/07/2007,Kiên Giang,73
29/07/2007,Tiền Giang,86
29/07/2007,Đà Lạt,27
30/07/2007,Cà Mau,98
30/07/2007,Hồ Chí Minh,64
30/07/2007,Đồng Tháp,70
31/07/2007,Bạc Liêu,98
31/07/2007,Bến Tre,72
31/07/2007,Vũng Tàu,64
01/08/2007,Cần Thơ,25
01/08/2007,Sóc Trăng,14
01/08/2007,Đồng Nai,38
02/08/2007,An Giang,15
02/08/2007,Bình Thuận,85
02/08/2007,Tây Ninh,85
03/08/2007,Bình Dương,62
03/08/2007,Trà Vinh,36
03/08/2007,Vĩnh Long,27
04/08/2007,Bình Phước,52
04/08/2007,Hậu Giang,69
04/08/2007,Hồ Chí Minh,53
04/08/2007,Long An,26
05/08/2007,Kiên Giang,20
05/08/2007,Tiền Giang,56
05/08/2007,Đà Lạt,12
06/08/2007,Cà Mau,10
06/08/2007,Hồ Chí Minh,85
06/08/2007,Đồng Tháp,13
07/08/2007,Bạc Liêu,96
07/08/2007,Bến Tre,09
07/08/2007,Vũng Tàu,27
08/08/2007,Cần Thơ,56
08/08/2007,Sóc Trăng,11
08/08/2007,Đồng Nai,20
09/08/2007,An Giang,38
09/08/2007,Bình Thuận,48
09/08/2007,Tây Ninh,65
10/08/2007,Bình Dương,41
10/08/2007,Trà Vinh,41
10/08/2007,Vĩnh Long,39
11/08/2007,Bình Phước,86
11/08/2007,Hậu Giang,84
11/08/2007,Hồ Chí Minh,36
11/08/2007,Long An,72
12/08/2007,Kiên Giang,90
12/08/2007,Tiền Giang,32
12/08/2007,Đà Lạt,50
13/08/2007,Cà Mau,33
13/08/2007,Hồ Chí Minh,80
13/08/2007,Đồng Tháp,15
14/08/2007,Bạc Liêu,95
14/08/2007,Bến Tre,56
14/08/2007,Vũng Tàu,80
15/08/2007,Cần Thơ,30
15/08/2007,Sóc Trăng,67
15/08/2007,Đồng Nai,53
16/08/2007,An Giang,79
16/08/2007,Bình Thuận,66
16/08/2007,Tây Ninh,90
17/08/2007,Bình Dương,05
17/08/2007,Trà Vinh,92
17/08/2007,Vĩnh Long,42
18/08/2007,Bình Phước,55
18/08/2007,Hậu Giang,49
18/08/2007,Hồ Chí Minh,45
18/08/2007,Long An,77
19/08/2007,Kiên Giang,42
19/08/2007,Tiền Giang,74
19/08/2007,Đà Lạt,26
20/08/2007,Cà Mau,03
20/08/2007,Hồ Chí Minh,58
20/08/2007,Đồng Tháp,02
21/08/2007,Bạc Liêu,77
21/08/2007,Bến Tre,02
21/08/2007,Vũng Tàu,82
22/08/2007,Cần Thơ,20
22/08/2007,Sóc Trăng,25
22/08/2007,Đồng Nai,51
23/08/2007,An Giang,15
23/08/2007,Bình Thuận,45
23/08/2007,Tây Ninh,92
24/08/2007,Bình Dương,89
24/08/2007,Trà Vinh,89
24/08/2007,Vĩnh Long,34
25/08/2007,Bình Phước,74
25/08/2007,Hậu Giang,87
25/08/2007,Hồ Chí Minh,46
25/08/2007,Long An,29
26/08/2007,Kiên Giang,84
26/08/2007,Tiền Giang,54
26/08/2007,Đà Lạt,02
27/08/2007,Cà Mau,02
27/08/2007,Hồ Chí Minh,38
27/08/2007,Đồng Tháp,93
28/08/2007,Bạc Liêu,65
28/08/2007,Bến Tre,27
28/08/2007,Vũng Tàu,96
29/08/2007,Cần Thơ,31
29/08/2007,Sóc Trăng,35
29/08/2007,Đồng Nai,21
30/08/2007,An Giang,93
30/08/2007,Bình Thuận,92
30/08/2007,Tây Ninh,71
31/08/2007,Bình Dương,18
31/08/2007,Trà Vinh,69
31/08/2007,Vĩnh Long,11
01/09/2007,Bình Phước,61
01/09/2007,Hậu Giang,46
01/09/2007,Hồ Chí Minh,53
01/09/2007,Long An,48
02/09/2007,Kiên Giang,76
02/09/2007,Tiền Giang,65
02/09/2007,Đà Lạt,56
03/09/2007,Cà Mau,54
03/09/2007,Hồ Chí Minh,40
03/09/2007,Đồng Tháp,47
04/09/2007,Bạc Liêu,63
04/09/2007,Bến Tre,48
04/09/2007,Vũng Tàu,22
05/09/2007,Cần Thơ,19
05/09/2007,Sóc Trăng,99
05/09/2007,Đồng Nai,02
06/09/2007,An Giang,30
06/09/2007,Bình Thuận,87
06/09/2007,Tây Ninh,68
07/09/2007,Bình Dương,93
07/09/2007,Trà Vinh,37
07/09/2007,Vĩnh Long,01
08/09/2007,Bình Phước,19
08/09/2007,Hậu Giang,30
08/09/2007,Hồ Chí Minh,27
08/09/2007,Long An,95
09/09/2007,Kiên Giang,83
09/09/2007,Tiền Giang,90
09/09/2007,Đà Lạt,01
10/09/2007,Cà Mau,10
10/09/2007,Hồ Chí Minh,40
10/09/2007,Đồng Tháp,40
11/09/2007,Bạc Liêu,65
11/09/2007,Bến Tre,36
11/09/2007,Vũng Tàu,10
12/09/2007,Cần Thơ,44
12/09/2007,Sóc Trăng,93
12/09/2007,Đồng Nai,16
13/09/2007,An Giang,63
13/09/2007,Bình Thuận,90
13/09/2007,Tây Ninh,95
14/09/2007,Bình Dương,09
14/09/2007,Trà Vinh,33
14/09/2007,Vĩnh Long,88
15/09/2007,Bình Phước,86
15/09/2007,Hậu Giang,68
15/09/2007,Hồ Chí Minh,03
15/09/2007,Long An,82
16/09/2007,Kiên Giang,95
16/09/2007,Tiền Giang,56
16/09/2007,Đà Lạt,08
17/09/2007,Cà Mau,43
17/09/2007,Hồ Chí Minh,40
17/09/2007,Đồng Tháp,58
18/09/2007,Bạc Liêu,97
18/09/2007,Bến Tre,42
18/09/2007,Vũng Tàu,24
19/09/2007,Cần Thơ,95
19/09/2007,Sóc Trăng,93
19/09/2007,Đồng Nai,11
20/09/2007,An Giang,95
20/09/2007,Bình Thuận,90
20/09/2007,Tây Ninh,40
21/09/2007,Bình Dương,28
21/09/2007,Trà Vinh,37
21/09/2007,Vĩnh Long,07
22/09/2007,Bình Phước,49
22/09/2007,Hậu Giang,77
22/09/2007,Hồ Chí Minh,41
22/09/2007,Long An,93
23/09/2007,Kiên Giang,99
23/09/2007,Tiền Giang,28
23/09/2007,Đà Lạt,20
24/09/2007,Cà Mau,22
24/09/2007,Hồ Chí Minh,28
24/09/2007,Đồng Tháp,94
25/09/2007,Bạc Liêu,17
25/09/2007,Bến Tre,34
25/09/2007,Vũng Tàu,20
26/09/2007,Cần Thơ,84
26/09/2007,Sóc Trăng,08
26/09/2007,Đồng Nai,37
27/09/2007,An Giang,92
27/09/2007,Bình Thuận,74
27/09/2007,Tây Ninh,12
28/09/2007,Bình Dương,54
28/09/2007,Trà Vinh,91
28/09/2007,Vĩnh Long,93
29/09/2007,Bình Phước,41
29/09/2007,Hậu Giang,78
29/09/2007,Hồ Chí Minh,69
29/09/2007,Long An,29
30/09/2007,Kiên Giang,01
30/09/2007,Tiền Giang,50
30/09/2007,Đà Lạt,15
01/10/2007,Cà Mau,54
01/10/2007,Hồ Chí Minh,85
01/10/2007,Đồng Tháp,00
02/10/2007,Bạc Liêu,77
02/10/2007,Bến Tre,50
02/10/2007,Vũng Tàu,83
03/10/2007,Cần Thơ,00
03/10/2007,Sóc Trăng,57
03/10/2007,Đồng Nai,09
04/10/2007,An Giang,59
04/10/2007,Bình Thuận,70
04/10/2007,Tây Ninh,63
05/10/2007,Bình Dương,52
05/10/2007,Trà Vinh,79
05/10/2007,Vĩnh Long,24
06/10/2007,Bình Phước,30
06/10/2007,Hậu Giang,56
06/10/2007,Hồ Chí Minh,13
06/10/2007,Long An,53
07/10/2007,Kiên Giang,72
07/10/2007,Tiền Giang,27
07/10/2007,Đà Lạt,51
08/10/2007,Cà Mau,19
08/10/2007,Hồ Chí Minh,79
08/10/2007,Đồng Tháp,39
09/10/2007,Bạc Liêu,39
09/10/2007,Bến Tre,83
09/10/2007,Vũng Tàu,79
10/10/2007,Cần Thơ,44
10/10/2007,Sóc Trăng,47
10/10/2007,Đồng Nai,60
11/10/2007,An Giang,93
11/10/2007,Bình Thuận,46
